理 想 類 似 的 生 活	0.75 0.25 0.5 0.25 0.5 0.25 0.75
太 多 感 受	0.3 0.3 0.5 1.8
絕 非 三 言 兩 語 能 形 容	0.3 0.3 0.5 0.3 0.5 0.3 0.5 0.3 0.8
可 能 有 時 我 們 顧 慮 太 多	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.5 0.8 0.8
太 多 決 定 需 要 我 們 去 選 擇	0.3 0.3 0.3 0.5 0.3 0.3 0.3 0.5 0.3 0.5 0.8
擔 心 會 犯 錯	0.3 0.3 0.3 0.3 0.3
難 免 會 受 挫	0.3 0.3 0.3 0.3 0.3
幸 好 一 路 上 有 你 陪 我	0.3 0.3 0.5 0.5 0.3 0.3 0.3 0.8 0.8
與 你 分 享 的 快 樂	0.3 0.3 0.5 0.3 0.3 0.5 0.5
勝 過 獨 自 擁 有	0.3 0.3 0.3 0.3 0.5 0.5
至 今 我 仍 深 深 感 動	0.5 0.3 0.3 0.3 0.8 0.3 0.8 1.0
好 友 如 同 一 扇 窗	0.3 0.3 0.3 0.8 0.5 0.5 0.5
能 讓 視 野 不 同	0.5 1.0 0.3 0.3 0.3 0.5
與 你 分 享 的 快 樂	0.3 0.3 0.5 0.3 0.3 0.5 0.5
勝 過 獨 自 擁 有	0.3 0.3 0.3 0.3 0.5 0.5
至 今 我 仍 深 深 感 動	0.5 0.3 0.3 0.3 0.8 0.3 0.8 1.0
好 友 如 同 一 扇 門	0.3 0.3 0.3 0.8 0.5 0.5 0.5
讓 世 界 開 闊	0.5 1.0 0.3 0.3 1.8
我 無 法 幫 你 預 言	0.5 0.3 0.1 0.5 0.3 0.5 0.4
委 曲 求 全 有 沒 有 用	0.5 0.3 0.5 0.1 0.6 0.3 0.5 0.6
可 是 我 多 麼 不 捨	0.4 0.3 0.1 0.5 0.4 0.5 0.4
朋 友 愛 得 那 麼 苦 痛	0.5 0.3 0.5 0.4 0.4 0.5 0.4 0.5
愛 可 以 不 問 對 錯	0.4 0.4 0.3 0.6 0.5 0.5 0.4
至 少 要 喜 悅 感 動	0.3 0.3 0.1 0.4 0.4 0.1 0.5
如 果 他 總 為 別 人 撐 傘	0.4 0.4 0.3 0.4 0.3 0.5 0.3 0.5 0.3
妳 何 苦 非 為 他 等 在 雨 中	0.1 0.4 0.3 0.5 0.5 0.5 0.3 0.5 0.3 1.1
泡 咖 啡 讓 妳 暖 手	0.4 0.3 0.1 0.4 0.3 0.5 0.4
想 擋 擋 妳 心 口 裡 的 風	0.5 0.3 0.5 0.1 0.6 0.5 0.5 0.1 0.4
妳 卻 想 上 街 走 走	0.5 0.3 0.1 0.5 0.3 0.5 0.3
吹 吹 冷 風 會 清 醒 的 多	0.4 0.3 0.4 0.1 0.4 0.5 0.4 0.3 0.4
妳 說 妳 不 怕 分 手	0.3 0.3 0.1 0.6 0.5 0.4 0.4
只 有 點 遺 憾 難 過	0.3 0.3 0.1 0.4 0.4 0.1 0.4
情 人 節 就 要 來 了	0.3 0.4 0.1 0.5 0.5 0.4 0.3
剩 自 己 一 個	0.3 0.4 0.6 0.3 0.1
其 實 愛 對 了 人	0.3 0.4 0.3 0.1 0.3 0.3
情 人 節 每 天 都 過	0.1 0.4 0.3 0.4 0.3 0.8 1.4
分 手 快 樂	0.3 0.5 0.3 0.6
祝 妳 快 樂	0.3 0.5 0.3 0.5
妳 可 以 找 到 更 好 的	0.5 0.5 0.4 0.4 0.3 0.5 0.3 0.4
不 想 過 冬	0.3 0.4 0.3 0.5
厭 倦 沉 重	0.3 0.5 0.3 0.4
就 飛 去 熱 帶 的 島 嶼 游 泳	0.4 0.4 0.4 0.3 0.3 0.3 0.3 0.3 0.3 0.4
分 手 快 樂	0.3 0.5 0.3 0.5
請 妳 快 樂	0.3 0.5 0.3 0.4
揮 別 錯 的 才 能 和 對 的 相 逢	0.1 0.3 0.5 0.4 0.3 0.3 0.1 0.4 0.3 0.5 0.3
離 開 舊 愛	0.1 0.4 0.3 0.5
像 坐 慢 車	0.3 0.5 0.3 0.5
看 透 徹 了 心 就 會 是 晴 朗 的	0.1 0.3 0.4 0.4 0.3 0.3 0.1 0.4 0.4 0.3 0.9
沒 人 能 把 誰 的 幸 福 沒 收	0.3 0.3 0.5 0.3 0.5 0.5 0.6 0.8 0.4 1.8
你 發 誓 你 會 活 得 有 笑 容	0.3 0.4 0.4 0.5 0.6 0.4 0.4 0.6 0.6 2.4
你 自 信 時 候 真 的 美 多 了	0.3 0.4 0.4 0.5 0.5 0.4 0.5 1.0 1.0 2.6
我 太 低 調	0.2 0.4 0.4 1.0
便 令 世 間 太 寂 寥	0.2 0.4 0.4 1.0 0.2 0.4 0.4
是 嗎	0.2 0.4
我 太 高 調	0.2 0.4 0.4 1.0
又 冒 犯 你 高 貴 教 條	0.2 0.4 0.4 1.0 0.2 0.4 0.4 0.2
竟 使 你 發 燒	0.2 0.4 0.4 1.0 0.2
都 想 抱 在 你 手	0.2 0.4 0.4 1.0 0.2 0.4
也 有 你 的 理 由	0.2 0.4 0.4 1.0 0.2 0.4
你 說 聽 者 得 救	0.2 0.4 0.4 1.0 0.2 0.4
搖 搖 頭	0.2 0.4 0.4
踏 踏 步	0.2 0.4 0.4
走	0.2
不 想 聽 聽 話 話	0.2 0.4 0.4 1.0 0.2 0.4
我 有 權 矇 著 耳 不 須 打 救	0.2 0.4 0.4 1.0 0.2 0.4 0.4 0.2 0.4 0.4
投 石 塊 入 你 口	0.2 0.4 0.4 1.0 0.2 0.4
無 謂 聽 到 你 唸 咒	0.2 0.4 0.4 1.0 0.2 0.4 0.4
做 我 任 何 事 不 管 左 左 右 右	0.2 0.4 0.4 1.0 0.2 0.4 0.4 0.2 0.4 0.4 1.2
你 也 磨 拳 擦 掌 給 我 符 咒	0.2 0.4 0.4 1.0 0.2 0.4 0.4 0.2 0.4 0.4
卻 假 扮 上 帝 手	0.2 0.4 0.4 1.0 0.2 0.4
然 後 很 想 我 內 疚 (然後正義到下流)	0.2 0.4 0.4 1.0 0.2 0.4 0.4 0.2
恨 我 未 能 被 你 左 右	0.2 0.4 0.4 1.0 0.2 0.4 0.4 0.2
我 太 消 極	0.2 0.4 0.4 1.0
便 令 你 不 太 盡 情	0.2 0.4 0.4 1.0 0.2 0.4 0.4
是 嗎	0.2 0.4
我 太 積 極	0.2 0.4 0.4 1.0
又 負 累 你 想 幹 事 情	0.2 0.4 0.4 1.0 0.2 0.4 0.4 0.2
騷 擾 你 眼 睛	0.2 0.4 0.4 1.0 0.2
認 認 路	0.2 0.4 0.4
走	0.2
人 變 了 心	0.3 0.3 0.1 1.8
言 而 無 信	0.3 0.3 0.1 1.8
人 斷 了 情	0.3 0.3 0.1 1.8
無 謂 傷 心	0.3 0.3 0.1 1.8
我 一 直 聆 聽	0.3 0.3 0.1 1.8 0.4
我 閉 上 眼 睛	0.3 0.3 0.1 1.8 0.4
不 敢 看 你 的 表 情	0.3 0.3 0.1 1.8 0.4 0.2 0.5
滿 天 流 星 無 窮 無 盡	0.3 0.3 0.1 1.8 0.4 0.2 0.5 2.3
我 的 眼 淚 擦 不 乾 淨	0.3 0.3 0.1 1.8 0.4 0.2 0.5 2.3
所 以 絕 口 不 提	0.3 0.3 0.1 1.8 0.4 0.2
所 以 暗 自 反 省	0.3 0.3 0.1 1.8 0.4 0.2
終 於 我 掙 脫 了 愛 情	0.3 0.3 0.1 1.8 0.4 0.2 0.5 2.3
把 愛 剪 碎 了 隨 風 吹 向 大 海	0.3 0.3 0.1 1.8 0.4 0.2 0.5 2.3 0.3 0.3 0.4
有 許 多 事 讓 淚 水 洗 過 更 明 白	0.3 0.3 0.1 1.8 0.4 0.2 0.5 2.3 0.3 0.3 0.4 1.6
天 真 如 我	0.3 0.3 0.1 1.8
張 開 雙 手 以 為 撐 得 住 未 來	0.3 0.3 0.1 1.8 0.4 0.2 0.5 2.3 0.3 0.3 0.4
而 誰 擔 保 愛 永 遠 不 會 染 上 塵 埃	0.3 0.3 0.1 1.8 0.4 0.2 0.5 2.3 0.3 0.3 0.4 1.6 0.5
把 愛 剪 碎 了 隨 風 吹 向 大 海	0.3 0.3 0.1 1.8 0.4 0.2 0.5 2.3 0.3 0.3 0.4
越 傷 得 深 越 明 白 愛 要 放 得 開	0.3 0.3 0.1 1.8 0.4 0.2 0.5 2.3 0.3 0.3 0.4 1.6
是 我 不 該	0.3 0.3 0.1 1.8
怎 麼 我 會 眷 著 你 眷 成 依 賴	0.3 0.3 0.1 1.8 0.4 0.2 0.5 2.3 0.3 0.3 0.4
讓 濃 情 在 轉 眼 間 變 成 了 傷 害	0.3 0.3 0.1 1.8 0.4 0.2 0.5 2.3 0.3 0.3 0.4 1.6
我 剪 不 碎 舊 日 的 動 人 情 懷	0.3 0.3 0.1 1.8 0.4 0.2 0.5 2.3 0.3 0.3 0.4
你 看 不 出 來 我 的 無 奈	0.3 0.3 0.1 1.8 0.4 0.2 0.5 2.3 0.3
總 是 聽 你 說	0.5 0.2 0.2 0.5 1.6
她 有 一 雙 愛 笑 的 眼 睛	0.5 0.2 0.2 0.5 1.6 0.2 0.2 0.2 0.2
和 一 顆 溫 暖 的 心	0.5 0.2 0.2 0.5 1.6 0.2 0.2
你 為 她 深 深 吸 引	0.5 0.2 0.2 0.5 1.6 0.2 0.2
我 看 在 眼 裡	0.5 0.2 0.2 0.5 1.6
你 的 愛 不 用 說 也 能 猜	0.5 0.2 0.2 0.5 1.6 0.2 0.2 0.2 0.2
我 只 是 沒 說 出 來	0.5 0.2 0.2 0.5 1.6 0.2 0.2
我 對 你 還 是 難 以 釋 懷	0.5 0.2 0.2 0.5 1.6 0.2 0.2 0.2 0.2
你 的 愛 像 火 加 速 蔓 延	0.5 0.2 0.2 0.5 1.6 0.2 0.2 0.2 0.2
她 在 你 的 心 中 沒 人 能 代 替	0.5 0.2 0.2 0.5 1.6 0.2 0.2 0.2 0.2 0.2 0.2
你 說 沒 有 方 法 說 服 自 己	0.5 0.2 0.2 0.5 1.6 0.2 0.2 0.2 0.2 0.2
輕 易 的 割 愛	0.5 0.2 0.2 0.5 1.6
你 的 愛 像 火 加 速 蔓 延	0.5 0.2 0.2 0.5 1.6 0.2 0.2 0.2 0.2
卻 不 能 燃 燒 我 和 你 之 間	0.5 0.2 0.2 0.5 1.6 0.2 0.2 0.2 0.2 0.2
唯 一 的 選 擇 是 讓 步	0.5 0.2 0.2 0.5 1.6 0.2 0.2 0.2
悄 悄 的 割 愛	0.5 0.2 0.2 0.5 1.6
我 也 不 是 大 無 畏	0.3 0.3 0.3 0.3 0.3 0.3 0.3
我 也 不 是 不 怕 死	0.3 0.3 0.3 0.3 0.3 0.3 0.3
但 是 在 浪 漫 熱 吻 之 前	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.8 0.6
如 何 險 要 懸 崖 絕 領	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.8
為 你 亦 當 是 平 地	0.3 0.3 0.3 0.3 0.3 0.3 0.3
愛 你 不 用 合 情 理	0.3 0.3 0.3 0.3 0.3 0.3 0.3
但 願 用 直 覺 本 能 去 抓 住 你	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.8 0.6 0.3 0.3
一 想 到 心 儀 的 你	0.3 0.3 0.3 0.3 0.3 0.3 0.3
從 來 沒 有 的 力 氣	0.3 0.3 0.3 0.3 0.3 0.3 0.3
突 然 注 入 漸  軟 的 雙 臂	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.8 0.6
旁 人 從 不 贊 同	0.3 0.3 0.3 0.3 0.3 0.3
而 情 理 也 不 容	0.3 0.3 0.3 0.3 0.3 0.3
仍 全 情 投 入 傷 都 不 覺 痛	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.8 0.6 0.3
如 窮 追 一 個 夢	0.3 0.3 0.3 0.3 0.3 0.3
誰 人 如 何 激 進	0.3 0.3 0.3 0.3 0.3 0.3
亦 不 及 我 為 你 那 麼 勇	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.8 0.6
沿 途 紅 燈 再 紅	0.3 0.3 0.3 0.3 0.3 0.3
無 人 可 擋 我 路	0.3 0.3 0.3 0.3 0.3 0.3
望 著 是 萬 馬 千 軍 都 直 衝	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.8 0.6 0.3
我 沒 有 溫 柔 唯 獨 有 這 點 英 勇	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.8 0.6 0.3 0.3 0.3
我 也 希 望 被 憐 愛	0.3 0.3 0.3 0.3 0.3 0.3 0.3
但 自 願 扮 作 英 雄 去 保 護 你	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.8 0.6 0.3 0.3
勳 章 你 不 留 給 我	0.3 0.3 0.3 0.3 0.3 0.3 0.3
仍 然 願 意 撐 下 去	0.3 0.3 0.3 0.3 0.3 0.3 0.3
傲 然 笑 著 為 你 擋 兵 器	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.8 0.6
跌 下 來 再 上 去	0.3 0.3 0.3 0.3 0.3 0.3
就 像 是 不 倒 翁	0.3 0.3 0.3 0.3 0.3 0.3
明 明 已 是 撲 空	0.3 0.3 0.3 0.3 0.3 0.3
再 盡 全 力 補 中	0.3 0.3 0.3 0.3 0.3 0.3
再 沒 有 支 援 還 是 有 這 點 英 勇	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.8 0.6 0.3 0.3 0.3
渴 望 愛 的 人 全 部 愛 得 很 英 勇	0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.8 0.6 0.3 0.3 0.3
﻿是 我 勇 敢 太 久	0.2 0.5 0.2 0.5 0.7 0.5
決 定 為 你 一 個 人 而 活	0.2 0.5 0.2 0.5 0.7 0.5 0.2 0.7 0.5
不 能 說 出 口	0.2 0.5 0.2 0.5 0.7
那 麼 折 磨	0.2 0.5 0.2 0.5
勇 敢 了 太 久	0.2 0.5 0.2 0.5 0.7
城 市 充 滿 短 暫 的 煙 火	0.2 0.5 0.2 0.5 0.7 0.5 0.2 0.7 0.5
無 處 躲	0.2 0.5 0.2
照 亮 了 沉 默	0.2 0.5 0.2 0.5 0.7
明 白 是 寂 寞	0.2 0.5 0.2 0.5 0.7
終 於 作 了 這 個 決 定	0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2
別 人 怎 麼 說 我 不 理	0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2
只 要 你 也 一 樣 的 肯 定	0.2 0.2 0.2 0.2 0.2 0.2 0.3 0.2 0.5
我 願 意 天 涯 海 角 都 隨 你 去	0.2 0.2 0.5 0.2 0.2 0.2 0.2 0.2 0.32 0.2 0.2
我 知 道 一 切 不 容 易	0.2 0.2 0.5 0.2 0.2 0.2 0.2 0.2 0.8
我 的 心 一 直 溫 習 說 服 自 己	0.2 0.2 0.5 0.2 0.2 0.3 0.2 0.2 0.3 0.2 0.7
最 怕 你 忽 然 說 要 放 棄	0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 1.3
愛 真 的 需 要 勇 氣	0.3 0.2 0.5 0.2 0.5 0.2 0.3
來 面 對 流 言 蜚 語	0.2 0.2 0.5 0.2 0.3 0.3 0.8
只 要 你 一 個 眼 神 肯 定	0.2 0.2 0.5 0.2 0.3 0.5 0.3 0.2 0.7
我 的 愛 就 有 意 義	0.2 0.2 0.2 0.2 0.2 0.3 1.5
我 們 都 需 要 勇 氣	0.3 0.2 0.5 0.2 0.5 0.2 0.3
去 相 信 會 在 一 起	0.2 0.2 0.5 0.2 0.3 0.3 0.8
人 潮 擁 擠 我 能 感 覺 你	0.2 0.2 0.5 0.2 0.3 0.5 0.3 0.2 0.7
放 在 我 手 心 裡	0.2 0.2 0.2 0.2 0.5 0.8
你 的 真 心	0.2 0.2 0.2 0.61
如 果 我 的 堅 強 任 性	0.2 0.2 0.2 0.5 0.3 0.2 0.3 0.3
會 不 小 心 傷 害 了 你	0.2 0.2 0.2 0.2 0.2 0.2 0.2 1.3
你 能 不 能 溫 柔 提 醒	0.2 0.2 0.2 0.5 0.3 0.2 0.3 0.3
我 雖 然 心 太 急	0.2 0.2 0.2 0.2 0.2 0.3
更 害 怕 錯 過 你	0.2 0.2 0.2 0.2 0.2 0.5
拖 足 幾 天 才 見 得 一 面	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4
竟 渴 望 你 今 天 想 早 走 一 點	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4 0.2
可 笑 是 我 生 保 得 講 得 出 改 天 通 個 電	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4 0.2 0.2 0.2 0.2 0.2
可 怕 是 我 想 分 享 的 早 聽 厭	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4 0.2
不 止 一 天 寧 願 不 出 現	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4
一 約 會 你 少 不 得 好 心 敷 衍	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4 0.2
因 我 絕 到 巴 不 得 跟 知 己 輕 鬆 的 見 面	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4 0.2 0.2 0.2 0.2 0.2
因 我 內 咎 堅 貞 的 心 竟 改 變	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4 0.2
為 何 一 得 到 便 難 再 討 好	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4
委 屈 我 滿 足 你 哪 樣 較 好	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4
恨 我 講 都 不 敢 講 想 都 不 敢 想	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4 0.2 0.2
也 許 肯 拖 下 去	0.2 0.2 0.4 0.4 0.8 0.4
你 會 快 過 我 說 出 真 相	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4
想 告 別 你 講 的 都 得 傷	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4
聽 的 當 然 傷	0.2 0.2 0.4 0.4 0.8
我 怎 可 親 自 去 拋 棄 當 初 的 偶 像	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4 0.2 0.2 0.2
為 名 譽 設 想	0.2 0.2 0.4 0.4 0.8
回 復 單 身 更 不 堪 設 想	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4
幸 福 或 者 可 勉 強	0.2 0.2 0.4 0.4 0.8 0.4 0.4
我 欠 了 你 是 甚 麼 滋 味	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4
施 與 受 也 不 開 心 一 般 可 悲	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4 0.2
不 夠 運 氣 愛 上 你 再 愛 到 死 心 兼 蹋 地	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4 0.2 0.2 0.2 0.2 0.2
不 要 讓 我 親 口 講 不 喜 歡 你	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4 0.2
為 何 一 得 到 便 能 夠 清 高	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4
是 我 沒 良 心 或 你 未 夠 好	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4
寧 願 越 愛 越 盲 看 不 見 方 向	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4 0.2
恨 我 講 都 不 敢 講 想 都 不 敢 想	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4 0.2 0.2
也許一拖下去	0.2
逼 彼 此 講 出 更 醜 真 相	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4
因 我 受 過 給 一 手 推 開	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4
這 麼 深 的 傷	0.2 0.2 0.4 0.4 0.8
我 怎 可 傷 害 我 衷 心 感 激 的 對 像	0.2 0.2 0.4 0.4 0.8 0.4 0.4 0.4 0.4 0.4 0.2 0.2 0.2
來 到 終 結 的 一 剎	0.5 0.2 0.7 0.5 0.5 0.5 1.0
聽 夜 空 的 蕭 剎	0.5 0.2 0.7 0.5 0.5 0.5
驚 怕 但 無 力 掙 扎	0.5 0.2 0.7 0.5 0.5 0.5 1.0
同 你 相 愛 相 親 過	0.5 0.2 0.7 0.5 0.5 0.5 1.0
那 料 到 是 場 禍	0.5 0.2 0.7 0.5 0.5 0.5
方 知 錯 問 誰 令 當 初	0.5 0.2 0.7 0.5 0.5 0.5 1.0 0.5
那 麼 瘋 癲 過	0.5 0.2 0.7 0.5 0.5
那 麼 珍 惜 過	0.5 0.2 0.7 0.5 0.5
那 麼 動 地 驚 天 愛 戀 過	0.5 0.2 0.7 0.5 0.5 0.5 1.0 0.5 0.4
在 最 終 你 竟 拋 底 我	0.5 0.2 0.7 0.5 0.5 0.5 1.0 0.5
剩 我 孤 單 過	0.5 0.2 0.7 0.5 0.5
為 愛 為 情	0.5 0.2 0.7 0.5
讓 我 復 平 靜	0.5 0.2 0.7 0.5 0.5
若 我 早 知 這 麼 悔 不 應 該 最 初	0.5 0.2 0.7 0.5 0.5 0.5 1.0 0.5 0.4 0.5 0.5 0.5
末 了 怨 當 初	0.5 0.2 0.7 0.5 0.5
為 何 是 這 樣	0.5 0.2 0.7 0.5 0.5
若 我 若 我 可	0.5 0.2 0.7 0.5 0.5
懷 緬 失 去 的 心 跳	0.5 0.2 0.7 0.5 0.5 0.5 1.0
聽 疾 風 的 嘲 笑	0.5 0.2 0.7 0.5 0.5 0.5
哭 了 仍 忘 掉 不 了	0.5 0.2 0.7 0.5 0.5 0.5 1.0
同 你 相 愛 相 親 過	0.5 0.2 0.7 0.5 0.5 0.5 1.0
那 料 到 是 場 禍	0.5 0.2 0.7 0.5 0.5 0.5
方 知 錯 問 誰 願 當 初	0.5 0.2 0.7 0.5 0.5 0.5 1.0 0.5
縰 使 瘋 癲 過	0.5 0.2 0.7 0.5 0.5
縰 使 珍 惜 過	0.5 0.2 0.7 0.5 0.5
縰 使 動 地 驚 天 愛 戀 過	0.5 0.2 0.7 0.5 0.5 0.5 1.0 0.5 0.4
在 最 終 你 竟 拋 底 我	0.5 0.2 0.7 0.5 0.5 0.5 1.0 0.5
剩 我 孤 單 過	0.5 0.2 0.7 0.5 0.5
自 怨 自 憐	0.5 0.2 0.7 0.5
自 製 造 懷 念	0.5 0.2 0.7 0.5 0.5
若 我 早 知 這 麼 悔 不 應 該 最 初	0.5 0.2 0.7 0.5 0.5 0.5 1.0 0.5 0.4 0.5 0.5 0.5
未 了 怨 當 初	0.5 0.2 0.7 0.5 0.5
為 何 是 這 樣	0.5 0.2 0.7 0.5 0.5
但 我 但 我 知	0.5 0.2 0.7 0.5 0.5
就 算 早 知 錯	0.5 0.2 0.7 0.5 0.5
也 必 須 這 樣 過	0.5 0.2 0.7 0.5 0.5 0.5
鼓 聲 隆 隆 掌 聲 雷 動	0.2 0.2 0.2 0.8 0.2 0.4 0.2 1.1
熱 熱 烈 烈 劃 破 長 空	0.2 0.2 0.2 0.8 0.2 0.4 0.2 1.1
只 因 你 我 心 靈 早 相 通	0.2 0.2 0.2 0.8 0.2 0.4 0.2 1.1 0.2
永 不 言 倦 士 氣 如 虹	0.2 0.2 0.2 0.8 0.2 0.4 0.2 1.1
我 的 靈 魂 在 笑 血 在 燒	0.2 0.2 0.2 0.8 0.2 0.4 0.2 1.1 0.2
熱 的 不 得 了	0.2 0.2 0.2 0.8 0.2
只 因 你 我 之 間 有 渴 望	0.2 0.2 0.2 0.8 0.2 0.4 0.2 1.1 0.2
無 限 量 炫 耀	0.2 0.2 0.2 0.8 0.2
動 起 來 為 新 的 力 量 喝 采	0.2 0.2 0.2 0.8 0.2 0.4 0.2 1.1 0.2 0.2
動 起 來 每 一 秒 都 期 待	0.2 0.2 0.2 0.8 0.2 0.4 0.2 1.1 0.2
動 起 來 為 新 的 紀 錄 喝 采	0.2 0.2 0.2 0.8 0.2 0.4 0.2 1.1 0.2 0.2
動 起 來 就 擁 有 精 采 未 來	0.2 0.2 0.2 0.8 0.2 0.4 0.2 1.1 0.2 0.2
掌 聲 哄 哄 心 情 悸 動	0.2 0.2 0.2 0.8 0.2 0.4 0.2 1.1
每 個 歡 呼 無 法 形 容	0.2 0.2 0.2 0.8 0.2 0.4 0.2 1.1
每 一 滴 汗 滴 下 都 有 用	0.2 0.2 0.2 0.8 0.2 0.4 0.2 1.1 0.2
活 學 活 用 與 眾 不 同	0.2 0.2 0.2 0.8 0.2 0.4 0.2 1.1
﻿幾 多 晚 逝 去 了 不 返	0.8 0.8 1.2 0.4 0.8 0.4 0.4 0.8
那 份 憔 悴 已 深 陷 髮 膚 之 間	0.8 0.8 1.2 0.4 0.8 0.4 0.4 0.8 0.4 0.4 0.8
夜 夜 在 冀 盼	0.8 0.8 1.2 0.4 0.8
既 淒 艷 又 糜 爛	0.8 0.8 1.2 0.4 0.8 0.4
若 是 沒 有 冀 盼 要 怎 辦	0.8 0.8 1.2 0.4 0.8 0.4 0.4 0.8 0.4
等 一 世 為 看 一 眼	0.8 0.8 1.2 0.4 0.8 0.4 0.4
如 何 又 算 貪	0.8 0.8 1.2 0.4 0.8
早 知 你 愛 不 起 怨 亦 難	0.8 0.8 1.2 0.4 0.8 0.4 0.4 0.8 0.4
聲 聲 嘆 溶 化 了 冰 山	0.8 0.8 1.2 0.4 0.8 0.4 0.4 0.8
卻 未 能 夠 叫 天 為 我 睜 開 眼	0.8 0.8 1.2 0.4 0.8 0.4 0.4 0.8 0.4 0.4 0.8
像 寂 寞 聖 誕	0.8 0.8 1.2 0.4 0.8
雪 花 路 上 瀰 漫	0.8 0.8 1.2 0.4 0.8 0.4
大 地 上 我 這 裡 最 黯 淡	0.8 0.8 1.2 0.4 0.8 0.4 0.4 0.8 0.4
心 中 縱 是 有 所 盼	0.8 0.8 1.2 0.4 0.8 0.4 0.4
嚴 寒 沒 有 減	0.8 0.8 1.2 0.4 0.8
風 很 冷 我 的 手 已 漸 藍	0.8 0.8 1.2 0.4 0.8 0.4 0.4 0.8 0.4
啊　越 漂 亮	0.8 0.8 1.2 0.4
啊 越 無 常	0.8 0.8 1.2 0.4
美 景 良 辰 未 細 賞	0.8 0.8 1.2 0.4 0.8 0.4 0.4
我 已 為 你 著 涼	0.8 0.8 1.2 0.4 0.8 0.4
多 虛 罔 亦 放 肆 追 趕	0.8 0.8 1.2 0.4 0.8 0.4 0.4 0.8
你 是 傳 說	0.8 0.8 1.2 0.4
那 種 絕 世 的 風 光	0.8 0.8 1.2 0.4 0.8 0.4 0.4
莫 道 為 了 你	0.8 0.8 1.2 0.4 0.8
我 享 受 著 期 望	0.8 0.8 1.2 0.4 0.8 0.4
極 地 盡 處 有 我 靠 的 岸	0.8 0.8 1.2 0.4 0.8 0.4 0.4 0.8 0.4
即 使 已 白 髮 蒼 蒼	0.8 0.8 1.2 0.4 0.8 0.4 0.4
抬 頭 沒 有 光	0.8 0.8 1.2 0.4 0.8
得 不 到 也 不 甘 去 淡 忘	0.8 0.8 1.2 0.4 0.8 0.4 0.4 0.8 0.4
美 景 良 辰 未 細 賞	0.8 0.8 1.2 0.4 0.8 0.4 0.4
我 已 為 你 著 涼	0.8 0.8 1.2 0.4 0.8 0.4
北 極 雪 下 在 那 頭	0.1 0.1 0.6 0.4 0.3 0.4 0.6
寂 寞 不 寂 寞	0.1 0.1 0.6 0.4 0.3
誰 的 想 念 是 他 的 等 候	0.1 0.1 0.6 0.4 0.3 0.4 0.6 0.5 0.1
你 若 問 我 快 不 快 樂	0.1 0.1 0.6 0.4 0.3 0.4 0.6 0.5
寂 寞 不 寂 寞	0.1 0.1 0.6 0.4 0.3
